file,title,authors,year,volume,issue,source,has_text,article_num,article_id
unz/pdf_text/MankindQuarterly-1961apr-00297a02.txt,"Race and Reason, by Carleton Putnam",R.R.G.,1961,NA,4,unz.org,TRUE,17,1961-4-17
unz/pdf_text/MankindQuarterly-1961apr-00298.txt,"Corso di Sociologia, by Corrado Gini",A. James Gregor,1961,NA,4,unz.org,TRUE,18,1961-4-18
unz/pdf_text/MankindQuarterly-1961apr-00300.txt,"Wonders of Antiquity, by Leonard Cottrell",NA,1961,NA,4,unz.org,TRUE,19,1961-4-19
unz/pdf_text/MankindQuarterly-1961apr-00300a02.txt,"The Concise Encyclopaedia of Archaeology, by Leonard Cottrell",NA,1961,NA,4,unz.org,TRUE,20,1961-4-20
unz/pdf_text/MankindQuarterly-1961apr-00301.txt,"History of the Primates, by Wilfred E. Le Gros Clark",R.R.G.,1961,NA,4,unz.org,TRUE,21,1961-4-21
unz/pdf_text/MankindQuarterly-1961apr-00301a02.txt,"West Indian Immigration, by George C.L. Bertram",R. Gayre of Gayre,1961,NA,4,unz.org,TRUE,22,1961-4-22
unz/pdf_text/MankindQuarterly-1961apr-00302.txt,"The Living Races of the Sahara Desert, by L. Cabot Briggs",R.R.G.,1961,NA,4,unz.org,TRUE,23,1961-4-23
unz/pdf_text/MankindQuarterly-1961apr-00303.txt,"Africa's Place in the Emergence of Civilisation, by Raymond A. Dart",R. Gayre of Gayre,1961,NA,4,unz.org,TRUE,24,1961-4-24
unz/pdf_text/MankindQuarterly-1961apr-00304.txt,Books Received,NA,1961,NA,4,unz.org,TRUE,25,1961-4-25
unz/pdf_text/MankindQuarterly-1961jan-00156.txt,Editorial,NA,1961,NA,3,unz.org,TRUE,01,1961-3-01
unz/pdf_text/MankindQuarterly-1961jan-00160.txt,Population Distribution in India,Mohd. Naseer Khan,1961,NA,3,unz.org,TRUE,02,1961-3-02
unz/pdf_text/MankindQuarterly-1961jan-00164.txt,Biographical Notes,NA,1961,NA,3,unz.org,TRUE,03,1961-3-03
unz/pdf_text/MankindQuarterly-1961jan-00165.txt,Psychological Test Score Differences and the 'Culture Hypothesis',Frank C. McGurk,1961,NA,3,unz.org,TRUE,04,1961-3-04
unz/pdf_text/MankindQuarterly-1961jan-00176.txt,The Muria Gonds of Bastar,R. Ruggles Gates,1961,NA,3,unz.org,TRUE,05,1961-3-05
unz/pdf_text/MankindQuarterly-1961jan-00186.txt,Biographical Notes,NA,1961,NA,3,unz.org,TRUE,06,1961-3-06
unz/pdf_text/MankindQuarterly-1961jan-00187.txt,Ethnic Group Differences,S.D. Porteus,1961,NA,3,unz.org,TRUE,07,1961-3-07
unz/pdf_text/MankindQuarterly-1961jan-00201.txt,Pictorial Languages of China and India,A.C. Hyde Lay,1961,NA,3,unz.org,TRUE,08,1961-3-08
unz/pdf_text/MankindQuarterly-1961jan-00208.txt,Hybrid Nomenclature,H. Pirie-Gordon of Buthlaw,1961,NA,3,unz.org,TRUE,09,1961-3-09
unz/pdf_text/MankindQuarterly-1961jan-00210.txt,Biographical Notes,NA,1961,NA,3,unz.org,TRUE,10,1961-3-10
unz/pdf_text/MankindQuarterly-1961jan-00214.txt,"The Phenomenon of Man, by Pierre Teilhard de Chardin",R.R.G.,1961,NA,3,unz.org,TRUE,11,1961-3-11
unz/pdf_text/MankindQuarterly-1961jan-00215.txt,"Outline of Human Genetics, by L.S. Penrose",R.R.G.,1961,NA,3,unz.org,TRUE,12,1961-3-12
unz/pdf_text/MankindQuarterly-1961jan-00215a02.txt,"Anthropologia Helvetia II, by Otto Schlaginhaufen",R.R.G.,1961,NA,3,unz.org,TRUE,13,1961-3-13
unz/pdf_text/MankindQuarterly-1961jan-00215a03.txt,"Readings on Race, by Stanley M. Garn",R.R.G.,1961,NA,3,unz.org,TRUE,14,1961-3-14
unz/pdf_text/MankindQuarterly-1961jan-00216.txt,"The Evolution of Living Things, by H. Graham Cannon",R.R.G.,1961,NA,3,unz.org,TRUE,15,1961-3-15
unz/pdf_text/MankindQuarterly-1961jan-00217.txt,"Lamarck and Modern Genetics, by H. Graham Cannon",R.R.G.,1961,NA,3,unz.org,TRUE,16,1961-3-16
unz/pdf_text/MankindQuarterly-1961jan-00217a02.txt,"Introduction to Quantitative Genetics, by Douglas S. Falconer",R.R.G.,1961,NA,3,unz.org,TRUE,17,1961-3-17
unz/pdf_text/MankindQuarterly-1961jan-00218.txt,"Il Meticciato di Guerra, by Luigi Gedda, Angelo Serio, and Adriana Mercuri",R.R.G.,1961,NA,3,unz.org,TRUE,18,1961-3-18
unz/pdf_text/MankindQuarterly-1961jan-00219.txt,"Genetics and Twentieth Century Darwinism,",R.R.G.,1961,NA,3,unz.org,TRUE,19,1961-3-19
unz/pdf_text/MankindQuarterly-1961jan-00219a02.txt,"El Angigeno Del Sistema Sanguineo Diego, by M. Layrisse and J. Wilbert",R.R.G.,1961,NA,3,unz.org,TRUE,20,1961-3-20
unz/pdf_text/MankindQuarterly-1961jan-00220.txt,"Adventures with the Missing Link, by Raymond A. Dart and Dennis Craig",R.R.G.,1961,NA,3,unz.org,TRUE,21,1961-3-21
unz/pdf_text/MankindQuarterly-1961jan-00221.txt,"An Eskimo Village in the Modern World, by Charles Campbell Hughes and Jane M. Hughes",NA,1961,NA,3,unz.org,TRUE,22,1961-3-22
unz/pdf_text/MankindQuarterly-1961jan-00221a02.txt,"Social and Economic Change Among the Northern Ojibwa, by Robert William Dunning",NA,1961,NA,3,unz.org,TRUE,23,1961-3-23
unz/pdf_text/MankindQuarterly-1961jan-00222.txt,"Die Spontane Und Induzierte Mutationsrate Beim Versuchstier Und Beim Menschen,",R.R.G.,1961,NA,3,unz.org,TRUE,24,1961-3-24
unz/pdf_text/MankindQuarterly-1961jan-00222a02.txt,"Ancient and Modern Man in Southwestern Asia, by Henry Field",R.G. of G.,1961,NA,3,unz.org,TRUE,25,1961-3-25
unz/pdf_text/MankindQuarterly-1961jan-00223.txt,"Social Change in Tikopia, by Raymond W. Firth",NA,1961,NA,3,unz.org,TRUE,26,1961-3-26
unz/pdf_text/MankindQuarterly-1961jan-00223a02.txt,"The Negro in American Civilization, by Nathaniel Weyl",John Brockenbrough Fox,1961,NA,3,unz.org,TRUE,27,1961-3-27
unz/pdf_text/MankindQuarterly-1961jan-00226.txt,"Standing Room Only, by Karl Sax",Charles Darwin,1961,NA,3,unz.org,TRUE,28,1961-3-28
unz/pdf_text/MankindQuarterly-1961jan-00227.txt,"An Introduction to Social Anthropology, by Dhirendra N. Majumdar and T.N. Madan",R.R.G.,1961,NA,3,unz.org,TRUE,29,1961-3-29
unz/pdf_text/MankindQuarterly-1961jan-00228.txt,"The Children of Lilith, by Guy Piazzini",NA,1961,NA,3,unz.org,TRUE,30,1961-3-30
unz/pdf_text/MankindQuarterly-1961jan-00228a02.txt,"The Origins of Love and Hate, by Ian D. Suttie",NA,1961,NA,3,unz.org,TRUE,31,1961-3-31
unz/pdf_text/MankindQuarterly-1961jan-00228a03.txt,"Our Developing World, by L. Dudley Stamp",NA,1961,NA,3,unz.org,TRUE,32,1961-3-32
unz/pdf_text/MankindQuarterly-1961jan-00229.txt,"Human Problems of Kariba, Vol. I, by Elizabeth Colson",NA,1961,NA,3,unz.org,TRUE,33,1961-3-33
unz/pdf_text/MankindQuarterly-1961jan-00229a02.txt,"The Masks of God: Primitive Mythology, by Joseph Campbell",R. Gayre of Gayre,1961,NA,3,unz.org,TRUE,34,1961-3-34
unz/pdf_text/MankindQuarterly-1961jan-00230.txt,"Primitive Man and His Ways, by Kaj Birket-Smith",NA,1961,NA,3,unz.org,TRUE,35,1961-3-35
unz/pdf_text/MankindQuarterly-1961jan-00231.txt,Books Received,NA,1961,NA,3,unz.org,TRUE,36,1961-3-36
unz/pdf_text/MankindQuarterly-1961jul-00004.txt,The Cultural Hypothesis,Gutorm Gjessing,1961,NA,1,unz.org,TRUE,01,1961-1-01
unz/pdf_text/MankindQuarterly-1961jul-00010.txt,Racial Psychology,Ilse Schwidetzky,1961,NA,1,unz.org,TRUE,02,1961-1-02
unz/pdf_text/MankindQuarterly-1961jul-00013.txt,The Family of Mankind,Elizabeth E. Hoyt,1961,NA,1,unz.org,TRUE,03,1961-1-03
unz/pdf_text/MankindQuarterly-1961jul-00015.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,04,1961-1-04
unz/pdf_text/MankindQuarterly-1961jul-00016.txt,Differences in Facial Conformation of Four Sub-Groups of the Bantu of South Africa,J.D.J. Hofmeyr,1961,NA,1,unz.org,TRUE,05,1961-1-05
unz/pdf_text/MankindQuarterly-1961jul-00019.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,06,1961-1-06
unz/pdf_text/MankindQuarterly-1961jul-00020.txt,Etiology of Environmentalism,H.G. Classen,1961,NA,1,unz.org,TRUE,07,1961-1-07
unz/pdf_text/MankindQuarterly-1961jul-00025.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,08,1961-1-08
unz/pdf_text/MankindQuarterly-1961jul-00026.txt,School Achievement of White and Negro Children of the Same Mental and Chronological Ages,R.T. Osborne,1961,NA,1,unz.org,TRUE,09,1961-1-09
unz/pdf_text/MankindQuarterly-1961jul-00029.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,10,1961-1-10
unz/pdf_text/MankindQuarterly-1961jul-00030.txt,Comas' Chapter on Racial Myths,A. James Gregor,1961,NA,1,unz.org,TRUE,11,1961-1-11
unz/pdf_text/MankindQuarterly-1961jul-00034.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,12,1961-1-12
unz/pdf_text/MankindQuarterly-1961jul-00035.txt,Todas and Kotas of the Nilgari Hills,R. Ruggles Gates,1961,NA,1,unz.org,TRUE,13,1961-1-13
unz/pdf_text/MankindQuarterly-1961jul-00047.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,14,1961-1-14
unz/pdf_text/MankindQuarterly-1961jul-00048.txt,Dynamics of the American Elite,Nathaniel Weyl,1961,NA,1,unz.org,TRUE,15,1961-1-15
unz/pdf_text/MankindQuarterly-1961jul-00055.txt,Biographical Notes,NA,1961,NA,1,unz.org,TRUE,16,1961-1-16
unz/pdf_text/MankindQuarterly-1961jul-00060.txt,"Epic and Romance, by W.P. Ker",Henry Strutz,1961,NA,1,unz.org,TRUE,17,1961-1-17
unz/pdf_text/MankindQuarterly-1961jul-00061.txt,"Evolution and Culture, by Marshall D. Sahlins and Elman R. Service",R.R.G.,1961,NA,1,unz.org,TRUE,18,1961-1-18
unz/pdf_text/MankindQuarterly-1961jul-00062.txt,"Profile in Black and White, by Howard H. Quint",H.E.G.,1961,NA,1,unz.org,TRUE,19,1961-1-19
unz/pdf_text/MankindQuarterly-1961jul-00063.txt,"Southern Race Progress, by Thomas J. Woofter",H.E.G.,1961,NA,1,unz.org,TRUE,20,1961-1-20
unz/pdf_text/MankindQuarterly-1961jul-00064.txt,"Essays on Segregation, by T. Robert Ingram",H.E.G.,1961,NA,1,unz.org,TRUE,21,1961-1-21
unz/pdf_text/MankindQuarterly-1961jul-00064a02.txt,"North Arabian Desert Archaeological Survey, 1925-50, by Henry Field",R.R.G.,1961,NA,1,unz.org,TRUE,22,1961-1-22
unz/pdf_text/MankindQuarterly-1961jul-00064a03.txt,"Man and His Ancestry, by Alan Houghton Brodrick",NA,1961,NA,1,unz.org,TRUE,23,1961-1-23
unz/pdf_text/MankindQuarterly-1961jul-00065.txt,"Nature: Earth Plants Animals,",NA,1961,NA,1,unz.org,TRUE,24,1961-1-24
unz/pdf_text/MankindQuarterly-1961jul-00065a02.txt,"The Organization Man, by William H. Whyte, Jr.",NA,1961,NA,1,unz.org,TRUE,25,1961-1-25
unz/pdf_text/MankindQuarterly-1961jul-00065a03.txt,"The Golden Encyclopaedia of Geography, by Theodore Shabad and Peter M. Stern",NA,1961,NA,1,unz.org,TRUE,26,1961-1-26
unz/pdf_text/MankindQuarterly-1961jul-00066.txt,"Making of the Broads, by Joyce Mildred Lambert, J.N. Jennings, and C.T. Smith, ...",NA,1961,NA,1,unz.org,TRUE,27,1961-1-27
unz/pdf_text/MankindQuarterly-1961jul-00066a02.txt,"A Biography of the Sea, by Richard Carrington",NA,1961,NA,1,unz.org,TRUE,28,1961-1-28
unz/pdf_text/MankindQuarterly-1961jul-00066a03.txt,"Russians as People, by Wright W. Miller",NA,1961,NA,1,unz.org,TRUE,29,1961-1-29
unz/pdf_text/MankindQuarterly-1961jul-00067.txt,"Symbols, Signs and Their Meaning, by Arnold Whittick",NA,1961,NA,1,unz.org,TRUE,30,1961-1-30
unz/pdf_text/MankindQuarterly-1961jul-00067a02.txt,"Icelandic Art, by Kristjan Eldjarn",NA,1961,NA,1,unz.org,TRUE,31,1961-1-31
unz/pdf_text/MankindQuarterly-1961jul-00068.txt,"Contribution to the Physical Anthropology and Population Genetics of Sweden, by Lars Beckman",R.R.G.,1961,NA,1,unz.org,TRUE,32,1961-1-32
unz/pdf_text/MankindQuarterly-1961jul-00068a02.txt,"The Mystery of Sex, by Charles Waldemar",NA,1961,NA,1,unz.org,TRUE,33,1961-1-33
unz/pdf_text/MankindQuarterly-1961jul-00069.txt,"Close that Bedroom Door!, by Lambert Schuyler and Patricia Schuyler",NA,1961,NA,1,unz.org,TRUE,34,1961-1-34
unz/pdf_text/MankindQuarterly-1961jul-00069a02.txt,"Leprosy in Theory and Practice, by R.G. Cochrane",NA,1961,NA,1,unz.org,TRUE,35,1961-1-35
unz/pdf_text/MankindQuarterly-1961jul-00070.txt,"An Introduction to Physical Anthropology, by Ashley Montagu",NA,1961,NA,1,unz.org,TRUE,36,1961-1-36
unz/pdf_text/MankindQuarterly-1961jul-00070a02.txt,"Stories from South Uist, by Angus MacLellan",NA,1961,NA,1,unz.org,TRUE,37,1961-1-37
unz/pdf_text/MankindQuarterly-1961jul-00071.txt,"The Light Continent, by Omar Rolf L.W. Ehrenfels",NA,1961,NA,1,unz.org,TRUE,38,1961-1-38
unz/pdf_text/MankindQuarterly-1961jul-00071a02.txt,"Report of the Committee on Special Multipurpose Tribal Blocks,",R.R.G.,1961,NA,1,unz.org,TRUE,39,1961-1-39
unz/pdf_text/MankindQuarterly-1961jul-00072.txt,"Natural Selection in Human Populations, by D.F. Roberts and G.A. Harrison",NA,1961,NA,1,unz.org,TRUE,40,1961-1-40
unz/pdf_text/MankindQuarterly-1961jul-00072a02.txt,"Turken Kurden Und Iraner Seit Dem Altertum, by Egon von Eickstedt",R.R.G.,1961,NA,1,unz.org,TRUE,41,1961-1-41
unz/pdf_text/MankindQuarterly-1961jul-00073.txt,"Principles of Genetics, by Eldon J. Gardner",NA,1961,NA,1,unz.org,TRUE,42,1961-1-42
unz/pdf_text/MankindQuarterly-1961jul-00073a02.txt,"Stockholm: Structure and Development, by William F. William-Olsson",NA,1961,NA,1,unz.org,TRUE,43,1961-1-43
unz/pdf_text/MankindQuarterly-1961jul-00073a03.txt,"India's Villages, by M.N. Srinivas",NA,1961,NA,1,unz.org,TRUE,44,1961-1-44
unz/pdf_text/MankindQuarterly-1961jul-00074.txt,Books Received,NA,1961,NA,1,unz.org,TRUE,45,1961-1-45
unz/pdf_text/MankindQuarterly-1961oct-00079.txt,The Mankind Quarterly under Attack,NA,1961,NA,2,unz.org,TRUE,01,1961-2-01
unz/pdf_text/MankindQuarterly-1961oct-00085.txt,Anthropological Investigations of Skiers,Wanda Steslicka,1961,NA,2,unz.org,TRUE,02,1961-2-02
unz/pdf_text/MankindQuarterly-1961oct-00091.txt,Biographical notes,NA,1961,NA,2,unz.org,TRUE,03,1961-2-03
unz/pdf_text/MankindQuarterly-1961oct-00100.txt,Todas and Kotas of the Nilgiri Hills,Henry E. Garrett,1961,NA,2,unz.org,TRUE,04,1961-2-04
unz/pdf_text/MankindQuarterly-1961oct-00107.txt,Progress of Anthropology in India since 1938,B.S. Guha,1961,NA,2,unz.org,TRUE,05,1961-2-05
unz/pdf_text/MankindQuarterly-1961oct-00120.txt,Dr. B.S. Guha,P.C. Biswas,1961,NA,2,unz.org,TRUE,06,1961-2-06
unz/pdf_text/MankindQuarterly-1961oct-00122.txt,Incidents of Friction between Negroes and Whites in South-eastern U.S.A.,John B. Wolfe,1961,NA,2,unz.org,TRUE,07,1961-2-07
unz/pdf_text/MankindQuarterly-1961oct-00127.txt,Biographical notes,NA,1961,NA,2,unz.org,TRUE,08,1961-2-08
unz/pdf_text/MankindQuarterly-1961oct-00128.txt,A research Proposal for UNESCO,David C. Rife,1961,NA,2,unz.org,TRUE,09,1961-2-09
unz/pdf_text/MankindQuarterly-1961oct-00131.txt,Biographical notes,NA,1961,NA,2,unz.org,TRUE,10,1961-2-10
unz/pdf_text/MankindQuarterly-1961oct-00139.txt,"Darwinism and the Study of Society, by Michael Banton",A. James Gregor,1961,NA,2,unz.org,TRUE,11,1961-2-11
unz/pdf_text/MankindQuarterly-1961oct-00140.txt,"The Etruscans, by Raymond Bloch",NA,1961,NA,2,unz.org,TRUE,12,1961-2-12
unz/pdf_text/MankindQuarterly-1961oct-00141.txt,A Clinical and Genetico-Statistical Study of a Schizophrenia and Low-Grade Mental Deficiency in a...,A. James Gregor,1961,NA,2,unz.org,TRUE,13,1961-2-13
unz/pdf_text/MankindQuarterly-1961oct-00142.txt,"The Black Muslims in America, by C. Eric Lincoln",A. James Gregor,1961,NA,2,unz.org,TRUE,14,1961-2-14
unz/pdf_text/MankindQuarterly-1961oct-00144.txt,"Illustrated World Geography, by Frank Debenham and William A. Burns",NA,1961,NA,2,unz.org,TRUE,15,1961-2-15
unz/pdf_text/MankindQuarterly-1961oct-00144a02.txt,"English Place-Names, by Kenneth M. Cameron",NA,1961,NA,2,unz.org,TRUE,16,1961-2-16
unz/pdf_text/MankindQuarterly-1961oct-00145.txt,"Prehistoric Chamber Tombs of France, by Glyn Daniel",R. Gayre of Gayre,1961,NA,2,unz.org,TRUE,17,1961-2-17
unz/pdf_text/MankindQuarterly-1961oct-00146.txt,"London's Newcomers, by Ruth L. Glass and Harold Pollins",A. James Gregor,1961,NA,2,unz.org,TRUE,18,1961-2-18
unz/pdf_text/MankindQuarterly-1962apr-00231.txt,"Juan Comas on ""Scientific Racism Again?""",Donald A. Swan,1962,NA,4,unz.org,TRUE,01,1962-4-01
unz/pdf_text/MankindQuarterly-1962apr-00246.txt,The Scots in the United States,Nathaniel Weyl,1962,NA,4,unz.org,TRUE,02,1962-4-02
unz/pdf_text/MankindQuarterly-1962apr-00250.txt,The Provenance of Scientists,Nathaniel Weyl,1962,NA,4,unz.org,TRUE,03,1962-4-03
unz/pdf_text/MankindQuarterly-1962apr-00261.txt,Biosocial Influences on the Human Sex Ratio,Robert E. Kuttner,1962,NA,4,unz.org,TRUE,04,1962-4-04
unz/pdf_text/MankindQuarterly-1962apr-00263.txt,Extra Dentition in the West African Negro,J.P. Watters,1962,NA,4,unz.org,TRUE,05,1962-4-05
unz/pdf_text/MankindQuarterly-1962apr-00265.txt,Psychological Tests of the Kalahari Bushmen,Dr. Helmut Reuning,1962,NA,4,unz.org,TRUE,06,1962-4-06
unz/pdf_text/MankindQuarterly-1962apr-00271.txt,Biographical notes,NA,1962,NA,4,unz.org,TRUE,07,1962-4-07
unz/pdf_text/MankindQuarterly-1962apr-00274.txt,"Race, Language, and the History of Peoples",Professor Bertil Lundman,1962,NA,4,unz.org,TRUE,08,1962-4-08
unz/pdf_text/MankindQuarterly-1962apr-00279.txt,Biographical notes,NA,1962,NA,4,unz.org,TRUE,09,1962-4-09
unz/pdf_text/MankindQuarterly-1962apr-00280.txt,"""The Mankind Quarterly"" Symbol",NA,1962,NA,4,unz.org,TRUE,10,1962-4-10
unz/pdf_text/MankindQuarterly-1962apr-00282.txt,Our Contemporaries,NA,1962,NA,4,unz.org,TRUE,11,1962-4-11
unz/pdf_text/MankindQuarterly-1962apr-00287.txt,"Manual of Physical Anthropology, by Juan Comas",R. Gayre of Gayre,1962,NA,4,unz.org,TRUE,12,1962-4-12
unz/pdf_text/MankindQuarterly-1962apr-00290.txt,"The Third Statistical Account of Scotland, by George S. Pryde",NA,1962,NA,4,unz.org,TRUE,13,1962-4-13
unz/pdf_text/MankindQuarterly-1962apr-00293.txt,"The Dispossessed, by Laura Longmore",R. Gayre of Gayre,1962,NA,4,unz.org,TRUE,14,1962-4-14
unz/pdf_text/MankindQuarterly-1962apr-00295.txt,"Diccionario de Filosofia y Sociologia Marxista, by P. Judin and M. Rosental",A. James Gregor,1962,NA,4,unz.org,TRUE,15,1962-4-15
